Study_Hours,Internal_Marks,Extra_Activities,Sleep Hours,Assignment_Scores,Final_Marks,Attendance,Family_Income,Internet_Access,Placement_Status,Risk_Category,Performance_Level
8,56,Yes,9,9,51.0,99,81261,No,Not Placed,Safe,Average
7,93,Yes,7,7,86.0,99,86340,Yes,Placed,Safe,Excellent
8,67,No,5,4,62.0,63,34368,Yes,Not Placed,Safe,Good
7,58,No,8,8,48.0,85,74032,No,Not Placed,Safe,Average
6,66,No,9,0,56.0,60,47991,No,Placed,Safe,Average
7,87,No,4,6,79.0,79,51342,Yes,Not Placed,Safe,Good
5,91,No,4,4,74.0,76,72075,No,Placed,Safe,Good
7,96,Yes,6,3,82.0,77,60028,No,Placed,Safe,Excellent
1,58,No,4,2,32.0,86,45046,No,Placed,At Risk,Poor
1,72,No,5,9,46.0,88,88375,No,Not Placed,Safe,Average
9,90,No,8,6,88.0,71,98163,Yes,Placed,Safe,Excellent
5,46,Yes,6,1,35.0,99,25853,No,Not Placed,At Risk,Poor
5,68,Yes,9,4,56.0,96,91519,Yes,Placed,Safe,Average
3,94,Yes,5,1,74.0,72,43769,No,Placed,Safe,Good
5,82,Yes,4,6,67.0,75,22256,Yes,Not Placed,Safe,Good
3,44,No,7,5,23.0,83,23158,Yes,Not Placed,At Risk,Poor
9,69,Yes,5,9,67.0,73,71676,Yes,Not Placed,Safe,Good
9,88,Yes,7,6,86.0,92,51253,Yes,Not Placed,Safe,Excellent
6,82,Yes,9,8,70.0,77,30918,Yes,Not Placed,Safe,Good
1,95,Yes,7,1,68.0,81,96616,Yes,Placed,Safe,Good
7,97,Yes,9,8,91.0,89,80316,Yes,Placed,Safe,Excellent
7,47,No,6,6,42.0,76,37559,Yes,Placed,Safe,Average
4,81,Yes,8,1,62.0,97,39164,No,Not Placed,Safe,Good
8,51,Yes,4,9,44.0,79,75884,No,Placed,Safe,Average
6,81,Yes,4,1,67.0,78,99538,No,Placed,Safe,Good
4,52,No,5,3,35.0,92,48773,No,Not Placed,At Risk,Poor
4,65,No,4,1,46.0,61,62837,Yes,Placed,Safe,Average
2,57,No,6,0,31.0,78,52884,No,Not Placed,At Risk,Poor
2,81,No,4,5,59.0,62,43688,No,Not Placed,Safe,Average
4,90,No,5,9,71.0,93,61971,Yes,Not Placed,Safe,Good
5,91,No,4,4,74.0,71,24589,Yes,Not Placed,Safe,Good
8,88,No,8,2,80.0,95,31264,Yes,Placed,Safe,Excellent
6,59,No,9,0,49.0,92,77161,No,Not Placed,Safe,Average
4,55,Yes,7,8,39.0,81,84103,Yes,Not Placed,At Risk,Poor
7,76,Yes,7,7,67.0,74,79922,Yes,Not Placed,Safe,Good
8,42,No,9,5,38.0,73,76464,Yes,Placed,At Risk,Poor
2,66,Yes,7,5,47.0,89,87077,Yes,Placed,Safe,Average
7,54,No,8,3,41.0,92,85461,No,Not Placed,Safe,Average
2,97,Yes,6,1,75.0,84,74887,Yes,Placed,Safe,Good
2,73,Yes,5,3,53.0,83,41154,Yes,Placed,Safe,Average
8,84,No,8,1,81.0,75,53552,No,Placed,Safe,Excellent
2,61,Yes,5,6,37.0,81,75059,Yes,Placed,At Risk,Poor
9,79,No,6,8,77.0,60,43575,Yes,Not Placed,Safe,Good
1,62,No,8,1,36.0,78,85550,No,Placed,At Risk,Poor
9,98,Yes,4,8,95.0,91,70702,No,Not Placed,Safe,Excellent
1,88,No,6,8,65.0,71,49649,No,Placed,Safe,Good
2,43,Yes,7,7,18.0,63,23629,Yes,Placed,At Risk,Poor
6,90,Yes,8,0,80.0,84,75959,Yes,Not Placed,Safe,Excellent
6,93,No,6,4,81.0,74,32879,Yes,Not Placed,Safe,Excellent
1,96,No,6,9,73.0,66,62068,Yes,Not Placed,Safe,Good
7,80,No,8,3,74.0,76,48531,Yes,Placed,Safe,Good
8,62,No,7,6,57.0,84,41342,Yes,Not Placed,Safe,Average
2,86,No,9,7,64.0,86,34156,No,Not Placed,Safe,Good
8,99,Yes,7,9,97.0,79,39062,No,Placed,Safe,Excellent
9,48,No,6,7,42.0,65,47203,No,Not Placed,Safe,Average
6,63,Yes,5,1,48.0,83,60599,No,Placed,Safe,Average
5,60,No,9,2,46.0,91,20627,No,Not Placed,Safe,Average
9,80,Yes,9,9,79.0,96,80945,Yes,Placed,Safe,Good
9,85,Yes,6,9,83.0,69,34640,Yes,Placed,Safe,Excellent
1,94,Yes,8,6,70.0,63,93229,No,Not Placed,Safe,Good
3,92,Yes,8,3,73.0,89,90240,No,Not Placed,Safe,Good
9,55,Yes,8,5,56.0,96,47037,Yes,Not Placed,Safe,Average
2,95,No,7,7,71.0,71,43445,Yes,Not Placed,Safe,Good
4,94,Yes,4,7,76.0,89,22404,No,Placed,Safe,Good
4,64,No,8,6,49.0,60,40449,Yes,Not Placed,Safe,Average
2,65,Yes,8,1,43.0,88,44952,No,Placed,Safe,Average
3,88,No,9,1,67.0,64,93989,Yes,Placed,Safe,Good
3,84,Yes,5,2,63.0,60,26040,No,Placed,Safe,Good
1,48,Yes,5,3,18.0,97,35841,No,Not Placed,At Risk,Poor
6,54,No,6,0,43.0,98,92834,Yes,Placed,Safe,Average
8,78,No,6,4,72.0,91,69075,No,Not Placed,Safe,Good
3,72,Yes,6,6,57.0,93,65863,Yes,Not Placed,Safe,Average
5,40,Yes,8,9,25.0,64,66600,No,Placed,At Risk,Poor
1,44,No,5,4,15.0,61,98314,No,Placed,At Risk,Poor
7,95,Yes,6,6,88.0,68,79648,Yes,Not Placed,Safe,Excellent
1,48,Yes,5,4,24.0,60,84851,No,Placed,At Risk,Poor
9,83,No,8,9,81.0,81,39293,No,Not Placed,Safe,Excellent
8,45,Yes,9,7,40.0,66,20434,No,Not Placed,Safe,Average
7,67,Yes,8,6,60.0,82,99712,No,Not Placed,Safe,Good
7,84,No,6,0,73.0,67,60627,Yes,Placed,Safe,Good
5,65,Yes,8,0,52.0,79,74397,Yes,Placed,Safe,Average
5,67,No,8,4,53.0,64,34789,No,Not Placed,Safe,Average
5,79,No,5,1,65.0,93,30924,No,Placed,Safe,Good
1,54,Yes,4,8,30.0,73,81728,Yes,Not Placed,At Risk,Poor
8,45,Yes,7,1,39.0,81,22783,No,Placed,At Risk,Poor
1,66,No,6,8,43.0,73,82295,No,Placed,Safe,Average
4,77,No,4,9,59.0,60,97225,No,Not Placed,Safe,Average
9,43,Yes,9,1,38.0,81,44036,Yes,Placed,At Risk,Poor
9,50,No,6,3,44.0,89,53742,Yes,Placed,Safe,Average
5,60,Yes,4,2,44.0,96,97371,No,Not Placed,Safe,Average
4,69,No,8,5,53.0,89,53584,Yes,Placed,Safe,Average
3,57,No,6,3,37.0,75,30207,No,Placed,At Risk,Poor
3,74,No,4,8,52.0,97,87096,Yes,Not Placed,Safe,Average
5,42,Yes,7,8,30.0,72,40799,No,Placed,At Risk,Poor
1,51,No,8,9,22.0,73,52527,Yes,Not Placed,At Risk,Poor
5,66,No,6,8,51.0,75,71111,No,Not Placed,Safe,Average
6,92,No,9,2,82.0,80,28695,No,Placed,Safe,Excellent
7,69,No,9,2,63.0,99,65777,Yes,Placed,Safe,Good
9,60,Yes,6,3,58.0,65,70537,Yes,Placed,Safe,Average
3,77,No,4,8,58.0,70,24122,No,Not Placed,Safe,Average
2,60,Yes,6,5,38.0,61,64620,Yes,Not Placed,At Risk,Poor
3,99,No,8,8,80.0,74,85367,Yes,Placed,Safe,Excellent
9,77,No,5,7,70.0,67,21319,Yes,Placed,Safe,Good
7,79,Yes,9,6,72.0,99,33296,Yes,Placed,Safe,Good
9,54,Yes,4,4,48.0,67,52778,Yes,Not Placed,Safe,Average
2,57,No,7,8,36.0,83,59858,Yes,Not Placed,At Risk,Poor
5,91,No,6,3,73.0,63,87122,No,Not Placed,Safe,Good
4,68,No,8,3,51.0,81,54162,No,Placed,Safe,Average
2,87,Yes,6,7,63.0,90,67580,No,Not Placed,Safe,Good
9,77,No,7,3,74.0,79,30711,Yes,Not Placed,Safe,Good
9,99,Yes,8,6,98.0,69,68271,No,Placed,Safe,Excellent
6,60,No,7,3,45.0,61,41288,No,Not Placed,Safe,Average
6,56,Yes,8,0,45.0,68,37722,No,Placed,Safe,Average
8,80,Yes,5,9,74.0,90,36082,No,Placed,Safe,Good
6,90,Yes,9,8,81.0,65,78925,No,Placed,Safe,Excellent
1,57,No,8,3,30.0,93,68615,No,Not Placed,At Risk,Poor
4,96,No,7,2,77.0,95,32719,Yes,Placed,Safe,Good
7,94,Yes,4,2,86.0,61,94678,No,Not Placed,Safe,Excellent
2,76,Yes,9,8,58.0,80,77884,No,Placed,Safe,Average
9,99,Yes,5,7,99.0,72,36000,No,Placed,Safe,Excellent
8,77,No,6,9,69.0,86,79766,No,Placed,Safe,Good
8,51,No,5,6,47.0,92,47740,No,Placed,Safe,Average
7,50,No,5,6,42.0,90,62476,Yes,Placed,Safe,Average
4,87,Yes,6,3,73.0,60,47766,No,Placed,Safe,Good
2,91,No,8,2,71.0,76,49138,Yes,Not Placed,Safe,Good
3,88,No,5,3,68.0,65,90089,No,Not Placed,Safe,Good
6,59,No,9,5,47.0,85,51693,No,Placed,Safe,Average
5,48,Yes,5,3,31.0,66,82381,Yes,Placed,At Risk,Poor
8,40,No,4,3,31.0,86,74486,Yes,Not Placed,At Risk,Poor
6,97,No,9,1,86.0,82,20355,Yes,Placed,Safe,Excellent
6,42,No,4,6,27.0,97,74218,No,Placed,At Risk,Poor
1,60,No,9,5,32.0,83,93065,No,Not Placed,At Risk,Poor
4,62,No,7,1,41.0,96,40837,No,Not Placed,Safe,Average
5,48,Yes,6,4,33.0,76,91380,No,Not Placed,At Risk,Poor
3,93,Yes,9,5,75.0,65,73428,Yes,Placed,Safe,Good
9,58,Yes,9,4,57.0,79,28434,Yes,Placed,Safe,Average
1,84,Yes,8,3,59.0,80,63914,No,Placed,Safe,Average
6,94,No,8,8,87.0,98,72179,No,Not Placed,Safe,Excellent
6,85,No,7,2,72.0,91,67397,Yes,Placed,Safe,Good
5,91,Yes,8,1,78.0,66,77235,Yes,Not Placed,Safe,Good
5,58,Yes,8,8,46.0,95,45020,No,Placed,Safe,Average
5,62,Yes,4,7,47.0,65,81860,No,Not Placed,Safe,Average
6,66,No,8,8,58.0,77,74479,No,Not Placed,Safe,Average
8,66,No,8,9,63.0,68,97504,No,Placed,Safe,Good
2,78,No,7,2,56.0,99,56000,No,Placed,Safe,Average
6,75,Yes,7,0,62.0,74,23624,No,Not Placed,Safe,Good
1,51,Yes,5,0,23.0,63,21947,No,Placed,At Risk,Poor
4,94,Yes,8,2,73.0,86,86450,No,Placed,Safe,Good
3,66,No,8,3,46.0,73,66623,Yes,Placed,Safe,Average
9,85,No,9,1,80.0,97,64311,No,Not Placed,Safe,Excellent
3,73,Yes,8,7,59.0,64,42831,Yes,Not Placed,Safe,Average
6,72,Yes,4,2,60.0,84,33169,No,Not Placed,Safe,Good
1,67,No,9,3,41.0,91,70223,No,Not Placed,Safe,Average
6,70,No,8,5,61.0,80,67410,No,Placed,Safe,Good
4,71,Yes,4,9,51.0,84,26550,Yes,Placed,Safe,Average
8,89,Yes,5,5,82.0,89,45385,No,Not Placed,Safe,Excellent
9,59,No,9,1,55.0,79,28048,No,Not Placed,Safe,Average
4,79,Yes,6,5,64.0,67,94252,No,Not Placed,Safe,Good
6,74,Yes,8,3,61.0,92,46280,No,Not Placed,Safe,Good
1,70,No,9,4,44.0,77,95033,Yes,Not Placed,Safe,Average
4,97,Yes,7,6,81.0,96,34952,No,Not Placed,Safe,Excellent
7,70,No,9,6,64.0,98,92628,No,Placed,Safe,Good
1,77,Yes,7,5,53.0,70,60998,No,Placed,Safe,Average
8,61,No,8,9,55.0,68,20294,Yes,Placed,Safe,Average
6,84,Yes,4,5,72.0,60,42174,Yes,Not Placed,Safe,Good
5,80,Yes,7,5,65.0,78,84411,No,Placed,Safe,Good
9,48,Yes,9,3,44.0,96,20028,No,Not Placed,Safe,Average
2,91,No,9,2,70.0,78,76315,Yes,Not Placed,Safe,Good
5,48,Yes,7,0,34.0,74,35127,Yes,Placed,At Risk,Poor
6,54,Yes,5,2,41.0,88,43190,Yes,Not Placed,Safe,Average
7,52,No,5,2,43.0,94,54553,Yes,Placed,Safe,Average
5,61,Yes,5,8,48.0,90,56740,Yes,Placed,Safe,Average
9,55,No,7,2,46.0,60,87874,No,Not Placed,Safe,Average
1,71,No,7,7,47.0,69,62075,No,Not Placed,Safe,Average
7,41,No,9,7,37.0,92,92429,Yes,Placed,At Risk,Poor
7,65,Yes,8,2,56.0,68,76232,Yes,Not Placed,Safe,Average
4,53,No,8,9,40.0,87,88908,No,Not Placed,Safe,Average
9,98,Yes,4,9,96.0,99,62717,Yes,Placed,Safe,Excellent
5,77,No,7,5,63.0,91,20161,No,Placed,Safe,Good
4,73,Yes,8,7,58.0,77,95218,No,Not Placed,Safe,Average
7,47,No,8,7,36.0,72,41776,Yes,Not Placed,At Risk,Poor
4,75,No,5,9,61.0,65,92711,No,Placed,Safe,Good
3,60,Yes,5,9,39.0,68,56167,Yes,Placed,At Risk,Poor
9,95,No,5,8,90.0,70,30884,No,Placed,Safe,Excellent
8,85,Yes,6,8,79.0,82,83912,No,Placed,Safe,Good
1,82,No,8,7,58.0,87,67178,Yes,Placed,Safe,Average
7,95,Yes,5,6,89.0,78,61492,Yes,Placed,Safe,Excellent
9,67,No,5,9,64.0,62,44474,Yes,Placed,Safe,Good
8,85,No,7,2,78.0,84,58676,No,Placed,Safe,Good
8,83,Yes,9,6,79.0,90,55553,No,Not Placed,Safe,Good
6,87,No,5,3,72.0,87,35036,No,Placed,Safe,Good
4,45,Yes,7,1,26.0,95,69075,No,Not Placed,At Risk,Poor
8,59,Yes,4,7,52.0,66,39282,No,Not Placed,Safe,Average
3,70,No,5,1,49.0,60,78753,No,Placed,Safe,Average
9,72,No,9,0,66.0,87,70492,Yes,Not Placed,Safe,Good
2,83,No,7,4,59.0,71,98278,Yes,Placed,Safe,Average
2,46,Yes,9,9,28.0,67,67507,No,Placed,At Risk,Poor
7,47,Yes,5,8,39.0,71,69283,No,Not Placed,At Risk,Poor
4,48,No,4,4,31.0,80,51691,No,Placed,At Risk,Poor
8,41,Yes,5,1,33.0,98,37533,No,Not Placed,At Risk,Poor
9,56,No,7,9,57.0,77,87488,No,Not Placed,Safe,Average
7,91,No,4,3,83.0,84,80239,No,Placed,Safe,Excellent
5,84,No,4,7,69.0,93,92299,No,Not Placed,Safe,Good
8,76,Yes,4,6,71.0,89,41120,Yes,Not Placed,Safe,Good
4,81,Yes,6,4,62.0,95,68122,Yes,Placed,Safe,Good
2,83,No,7,3,58.0,90,37618,No,Placed,Safe,Average
6,56,Yes,6,4,46.0,95,95831,Yes,Placed,Safe,Average
9,92,No,9,6,93.0,90,50926,No,Placed,Safe,Excellent
1,77,No,4,4,48.0,89,73015,Yes,Not Placed,Safe,Average
7,74,Yes,6,7,68.0,74,63732,Yes,Not Placed,Safe,Good
9,99,No,5,6,97.0,89,23144,No,Placed,Safe,Excellent
9,86,No,6,6,82.0,84,93803,No,Not Placed,Safe,Excellent
3,78,No,8,8,57.0,61,24060,Yes,Placed,Safe,Average
5,69,No,9,7,55.0,79,77715,No,Not Placed,Safe,Average
8,45,No,4,7,37.0,76,73290,Yes,Placed,At Risk,Poor
8,43,Yes,4,5,35.0,96,78629,No,Placed,At Risk,Poor
4,90,Yes,9,6,72.0,81,95328,No,Placed,Safe,Good
1,76,No,9,7,51.0,77,59079,Yes,Not Placed,Safe,Average
1,74,Yes,7,4,50.0,70,59715,Yes,Not Placed,Safe,Average
4,97,No,5,9,82.0,62,46062,Yes,Not Placed,Safe,Excellent
6,96,No,9,1,84.0,65,20047,Yes,Not Placed,Safe,Excellent
8,48,No,9,6,46.0,99,97985,Yes,Placed,Safe,Average
6,45,No,7,9,34.0,60,41037,No,Placed,At Risk,Poor
9,52,Yes,9,2,55.0,99,87799,Yes,Placed,Safe,Average
9,98,Yes,6,9,95.0,78,68689,Yes,Placed,Safe,Excellent
2,61,No,8,7,40.0,86,21078,Yes,Placed,Safe,Average
1,67,Yes,8,5,42.0,68,72015,No,Placed,Safe,Average
2,69,No,8,3,45.0,67,34947,Yes,Placed,Safe,Average
5,91,Yes,9,1,80.0,94,51110,No,Not Placed,Safe,Excellent
4,75,No,8,6,60.0,95,94928,No,Placed,Safe,Good
4,41,No,5,0,21.0,92,88922,No,Placed,At Risk,Poor
9,97,No,6,6,95.0,93,93859,No,Not Placed,Safe,Excellent
8,75,Yes,8,9,72.0,79,97797,No,Placed,Safe,Good
6,47,Yes,4,9,35.0,81,25998,No,Placed,At Risk,Poor
1,84,No,9,6,58.0,73,49343,No,Placed,Safe,Average
2,81,Yes,6,9,59.0,83,20114,Yes,Not Placed,Safe,Average
6,89,Yes,5,2,77.0,83,26446,No,Placed,Safe,Good
2,48,Yes,8,3,23.0,74,90984,Yes,Placed,At Risk,Poor
5,40,Yes,5,3,26.0,76,85913,No,Placed,At Risk,Poor
5,52,Yes,9,3,39.0,90,40663,No,Not Placed,At Risk,Poor
6,89,Yes,8,8,79.0,61,89963,Yes,Placed,Safe,Good
6,54,Yes,4,5,39.0,84,56233,No,Placed,At Risk,Poor
6,71,Yes,6,9,61.0,65,45582,No,Not Placed,Safe,Good
2,73,Yes,4,8,47.0,88,47312,No,Placed,Safe,Average
3,82,Yes,8,3,63.0,77,82683,No,Placed,Safe,Good
6,70,Yes,7,6,61.0,73,89971,Yes,Not Placed,Safe,Good
8,53,Yes,6,9,51.0,79,50476,Yes,Placed,Safe,Average
1,93,Yes,5,8,68.0,98,32589,Yes,Placed,Safe,Good
1,86,No,8,9,66.0,99,77930,No,Placed,Safe,Good
2,53,No,4,2,29.0,97,92811,No,Placed,At Risk,Poor
6,87,Yes,9,2,78.0,63,23943,No,Placed,Safe,Good
9,94,Yes,7,5,94.0,77,41194,Yes,Placed,Safe,Excellent
4,68,Yes,9,7,56.0,68,74835,Yes,Not Placed,Safe,Average
3,86,No,8,0,68.0,72,22189,No,Placed,Safe,Good
8,58,No,5,3,50.0,77,30975,Yes,Not Placed,Safe,Average
9,66,Yes,4,7,62.0,94,33989,No,Placed,Safe,Good
5,48,Yes,6,5,31.0,82,42322,Yes,Placed,At Risk,Poor
9,76,Yes,7,1,73.0,68,35439,Yes,Placed,Safe,Good
2,76,Yes,8,7,57.0,79,64339,No,Placed,Safe,Average
3,82,Yes,8,0,60.0,70,39051,Yes,Not Placed,Safe,Good
7,67,No,8,0,56.0,85,33314,Yes,Not Placed,Safe,Average
7,91,Yes,8,6,88.0,86,51194,Yes,Not Placed,Safe,Excellent
6,96,No,4,9,84.0,81,43676,No,Not Placed,Safe,Excellent
6,63,Yes,6,2,48.0,65,86353,Yes,Not Placed,Safe,Average
2,67,Yes,5,7,41.0,90,28130,Yes,Not Placed,Safe,Average
6,75,No,7,8,65.0,99,69578,No,Not Placed,Safe,Good
4,91,No,8,7,74.0,82,32877,Yes,Placed,Safe,Good
3,57,Yes,9,0,38.0,67,87478,Yes,Not Placed,At Risk,Poor
2,64,No,8,0,40.0,65,76080,Yes,Not Placed,Safe,Average
1,74,Yes,6,5,49.0,74,24804,Yes,Placed,Safe,Average
5,43,No,6,0,30.0,88,31048,No,Not Placed,At Risk,Poor
2,53,No,4,7,29.0,72,84303,No,Not Placed,At Risk,Poor
2,78,Yes,4,5,57.0,64,39138,Yes,Placed,Safe,Average
7,65,Yes,9,4,58.0,63,53701,No,Not Placed,Safe,Average
8,47,No,9,5,40.0,85,24308,No,Not Placed,Safe,Average
8,63,Yes,4,3,60.0,81,27873,No,Not Placed,Safe,Good
4,55,No,7,0,41.0,97,20989,Yes,Not Placed,Safe,Average
1,59,No,9,6,34.0,74,60469,Yes,Not Placed,At Risk,Poor
7,54,Yes,4,9,46.0,91,85909,Yes,Not Placed,Safe,Average
1,46,No,8,8,24.0,66,93313,No,Placed,At Risk,Poor
4,97,Yes,4,3,79.0,74,40069,Yes,Not Placed,Safe,Good
8,56,Yes,7,3,52.0,66,45425,Yes,Not Placed,Safe,Average
2,61,No,4,8,36.0,81,23175,Yes,Not Placed,At Risk,Poor
6,61,Yes,4,3,52.0,69,66981,No,Placed,Safe,Average
6,93,No,8,9,84.0,97,89200,Yes,Placed,Safe,Excellent
9,51,No,9,3,50.0,73,74765,Yes,Placed,Safe,Average
5,57,Yes,8,7,47.0,82,92485,Yes,Not Placed,Safe,Average
4,95,Yes,8,3,81.0,66,31308,No,Placed,Safe,Excellent
5,85,No,4,8,70.0,89,24325,Yes,Placed,Safe,Good
5,86,Yes,8,7,77.0,86,92341,Yes,Placed,Safe,Good
8,54,No,6,4,49.0,95,88229,No,Placed,Safe,Average
8,76,No,5,8,70.0,78,70671,Yes,Not Placed,Safe,Good
2,55,No,5,7,28.0,77,53500,Yes,Not Placed,At Risk,Poor
7,44,No,8,9,36.0,97,78490,No,Not Placed,At Risk,Poor
8,41,No,9,3,34.0,60,26400,Yes,Not Placed,At Risk,Poor
6,91,Yes,7,3,80.0,82,65176,No,Not Placed,Safe,Excellent
5,67,No,8,0,51.0,63,22097,Yes,Placed,Safe,Average
9,96,No,9,3,95.0,82,73838,No,Placed,Safe,Excellent
3,80,No,8,7,60.0,62,30866,No,Placed,Safe,Good
4,93,No,4,4,78.0,65,68171,No,Not Placed,Safe,Good
9,66,No,9,5,65.0,89,65221,Yes,Not Placed,Safe,Good
6,70,No,7,3,57.0,70,29865,No,Placed,Safe,Average
8,80,Yes,8,4,75.0,69,59149,Yes,Not Placed,Safe,Good
7,75,Yes,6,9,69.0,81,91030,Yes,Not Placed,Safe,Good
2,86,No,9,7,62.0,88,35080,No,Placed,Safe,Good
3,82,No,5,8,63.0,88,31008,Yes,Not Placed,Safe,Good
1,40,No,9,2,11.0,99,37327,Yes,Placed,At Risk,Poor
9,89,Yes,6,9,91.0,77,91164,No,Placed,Safe,Excellent
7,68,No,6,3,58.0,71,82943,Yes,Placed,Safe,Average
1,40,No,6,0,15.0,85,99140,No,Not Placed,At Risk,Poor
3,47,No,7,4,24.0,73,21985,No,Placed,At Risk,Poor
4,96,No,7,3,80.0,84,67556,Yes,Not Placed,Safe,Excellent
4,55,No,9,5,36.0,66,58341,No,Not Placed,At Risk,Poor
5,97,No,7,5,83.0,78,44057,No,Placed,Safe,Excellent
3,67,Yes,5,9,49.0,89,65330,Yes,Placed,Safe,Average
3,61,No,4,5,41.0,72,45545,Yes,Placed,Safe,Average
1,57,No,9,2,33.0,60,72804,No,Placed,At Risk,Poor
7,61,No,8,6,52.0,84,44184,Yes,Not Placed,Safe,Average
1,80,No,8,2,52.0,76,29617,No,Not Placed,Safe,Average
2,51,No,9,5,31.0,61,46990,Yes,Not Placed,At Risk,Poor
4,58,No,4,9,38.0,83,80599,No,Not Placed,At Risk,Poor
4,64,No,8,0,45.0,88,86378,Yes,Placed,Safe,Average
5,89,No,9,7,79.0,85,50794,Yes,Placed,Safe,Good
2,98,No,9,6,78.0,66,24197,No,Not Placed,Safe,Good
4,44,Yes,6,8,24.0,72,69472,No,Not Placed,At Risk,Poor
1,98,Yes,5,2,72.0,98,45708,No,Not Placed,Safe,Good
2,73,Yes,8,7,52.0,96,57494,Yes,Placed,Safe,Average
1,78,No,5,1,50.0,65,85473,No,Placed,Safe,Average
4,98,Yes,9,8,83.0,69,22821,No,Placed,Safe,Excellent
4,49,Yes,4,0,32.0,80,44508,Yes,Placed,At Risk,Poor
7,86,Yes,9,9,84.0,94,88494,Yes,Placed,Safe,Excellent
9,96,Yes,8,6,95.0,77,52794,No,Placed,Safe,Excellent
9,46,No,5,9,43.0,73,27915,Yes,Not Placed,Safe,Average
5,99,Yes,6,0,82.0,79,51124,Yes,Not Placed,Safe,Excellent
1,76,Yes,6,5,54.0,73,36166,Yes,Not Placed,Safe,Average
1,86,No,9,0,59.0,83,51963,No,Not Placed,Safe,Average
6,91,Yes,4,3,78.0,94,94678,No,Not Placed,Safe,Good
2,99,No,7,6,79.0,84,70717,No,Placed,Safe,Good
8,91,Yes,8,1,87.0,72,26242,Yes,Not Placed,Safe,Excellent
9,54,Yes,9,2,53.0,79,82422,No,Placed,Safe,Average
4,81,Yes,6,3,65.0,74,33765,Yes,Placed,Safe,Good
5,63,No,6,5,48.0,91,67156,No,Placed,Safe,Average
8,65,Yes,4,8,61.0,72,52514,Yes,Placed,Safe,Good
3,65,Yes,6,3,41.0,94,80638,No,Placed,Safe,Average
5,85,No,8,5,75.0,66,54839,Yes,Placed,Safe,Good
3,65,Yes,4,6,44.0,65,22762,Yes,Placed,Safe,Average
3,97,Yes,5,3,79.0,81,21333,Yes,Not Placed,Safe,Good
3,49,Yes,4,5,29.0,87,97194,Yes,Not Placed,At Risk,Poor
7,56,Yes,8,2,44.0,95,20010,Yes,Placed,Safe,Average
7,92,Yes,8,4,85.0,64,36909,Yes,Placed,Safe,Excellent
7,53,No,5,9,40.0,67,46014,Yes,Placed,Safe,Average
8,41,No,9,3,36.0,88,65514,No,Placed,At Risk,Poor
5,87,No,4,6,72.0,80,47811,Yes,Not Placed,Safe,Good
5,52,Yes,8,5,36.0,67,49214,No,Placed,At Risk,Poor
4,66,Yes,8,6,51.0,85,24120,Yes,Not Placed,Safe,Average
7,48,Yes,5,5,38.0,90,23804,Yes,Placed,At Risk,Poor
4,46,Yes,7,1,28.0,66,60032,No,Placed,At Risk,Poor
2,87,Yes,4,6,59.0,71,39000,Yes,Placed,Safe,Average
4,49,No,8,7,30.0,84,35379,No,Not Placed,At Risk,Poor
8,95,No,6,6,88.0,71,39608,No,Not Placed,Safe,Excellent
9,93,No,5,3,87.0,82,25942,No,Not Placed,Safe,Excellent
3,48,Yes,7,3,27.0,72,53197,Yes,Not Placed,At Risk,Poor
7,61,No,7,4,51.0,76,20916,Yes,Placed,Safe,Average
9,62,No,5,8,59.0,93,93846,No,Not Placed,Safe,Average
4,46,No,7,4,23.0,99,40148,No,Not Placed,At Risk,Poor
3,87,No,8,1,71.0,68,22293,No,Not Placed,Safe,Good
5,48,Yes,7,4,33.0,94,38460,No,Placed,At Risk,Poor
1,66,Yes,4,2,38.0,65,46829,No,Not Placed,At Risk,Poor
3,63,No,6,9,45.0,74,95575,Yes,Not Placed,Safe,Average
8,68,No,8,7,67.0,77,95181,Yes,Not Placed,Safe,Good
8,56,No,5,9,49.0,98,21982,Yes,Not Placed,Safe,Average
4,59,No,6,9,44.0,80,55485,No,Placed,Safe,Average
2,46,No,9,1,22.0,72,71280,Yes,Not Placed,At Risk,Poor
8,82,No,8,3,79.0,74,85226,Yes,Placed,Safe,Good
8,79,No,6,4,74.0,69,66769,Yes,Not Placed,Safe,Good
4,46,No,7,3,26.0,60,53951,No,Not Placed,At Risk,Poor
3,67,No,9,4,49.0,93,56184,No,Placed,Safe,Average
2,58,Yes,5,9,33.0,79,49633,No,Not Placed,At Risk,Poor
9,59,No,5,3,53.0,71,65423,Yes,Not Placed,Safe,Average
1,83,Yes,4,2,53.0,86,78237,Yes,Placed,Safe,Average
7,78,Yes,7,0,69.0,87,70395,Yes,Placed,Safe,Good
5,79,No,4,3,65.0,82,60006,No,Placed,Safe,Good
8,46,No,4,8,37.0,94,63500,Yes,Not Placed,At Risk,Poor
4,45,Yes,7,0,28.0,79,51491,Yes,Not Placed,At Risk,Poor
7,64,Yes,8,6,56.0,62,39675,Yes,Placed,Safe,Average
5,80,No,9,2,64.0,98,53052,Yes,Placed,Safe,Good
5,98,Yes,4,7,83.0,72,55877,No,Not Placed,Safe,Excellent
9,52,No,6,5,50.0,91,49715,No,Placed,Safe,Average
9,78,No,9,0,77.0,70,31643,Yes,Placed,Safe,Good
9,79,Yes,8,9,79.0,64,45474,Yes,Not Placed,Safe,Good
6,61,No,7,4,49.0,96,39552,Yes,Placed,Safe,Average
